timestamp,cpu_usage,gpu_usage,ram_usage,temperature,battery_level,fps,network_usage,background_processes,app_usage,performance_mode,overheating_risk,fps_drop_risk,battery_drain_risk,performance_degradation
2026-01-01 00:01:14,39.16,32.83,43.52,35.12,84.81,59.9,10.77,17,idle,smart_ai,0,0,0,0
2026-01-01 00:01:16,45.44,33.3,45.63,35.19,84.8,59.7,12.29,21,gaming,balanced,0,0,0,0
2026-01-01 00:01:18,44.27,32.83,40.77,35.49,84.8,62.0,16.73,19,browsing,smart_ai,0,0,0,0
2026-01-01 00:01:20,49.01,29.22,39.01,35.49,84.8,59.7,7.78,20,idle,performance,0,0,0,0
2026-01-01 00:01:22,45.72,27.08,39.71,35.43,84.79,60.3,12.47,20,browsing,balanced,1,1,0,0
2026-01-01 00:01:24,40.5,23.73,37.9,35.22,84.78,60.2,12.95,19,idle,balanced,0,0,0,0
2026-01-01 00:01:26,45.48,31.02,44.77,34.97,84.78,54.2,12.19,21,heavy,smart_ai,1,1,0,0
2026-01-01 00:01:28,47.35,34.69,47.15,34.87,84.78,60.3,11.4,23,browsing,balanced,0,0,0,0
2026-01-01 00:01:30,56.71,40.66,48.59,33.99,84.77,58.6,7.89,20,gaming,smart_ai,0,0,0,0
2026-01-01 00:01:32,60.97,32.38,45.18,33.87,84.76,62.0,8.77,22,browsing,performance,0,0,0,0
2026-01-01 00:01:34,57.78,22.59,47.47,34.11,84.76,59.9,14.98,21,browsing,balanced,1,1,0,0
2026-01-01 00:01:36,53.78,20.82,48.5,34.45,84.76,60.3,11.83,19,browsing,performance,0,0,0,0
2026-01-01 00:01:38,43.76,23.54,41.83,35.0,84.75,61.3,7.6,17,idle,smart_ai,0,0,0,0
2026-01-01 00:01:40,47.09,33.73,49.63,35.45,84.74,54.6,16.22,21,heavy,balanced,0,0,0,0
2026-01-01 00:01:42,50.52,39.13,55.02,35.88,84.74,61.2,25.3,23,gaming,balanced,0,0,0,0
2026-01-01 00:01:44,57.0,50.69,61.99,35.87,84.74,54.8,24.45,24,heavy,smart_ai,0,0,0,0
2026-01-01 00:01:46,64.76,51.29,66.21,35.93,84.73,54.5,30.17,24,heavy,performance,0,0,0,0
2026-01-01 00:01:48,60.68,57.07,65.76,36.48,84.72,60.8,24.15,26,gaming,smart_ai,0,0,0,0
2026-01-01 00:01:50,71.93,64.65,69.3,36.66,84.72,54.5,27.16,28,heavy,performance,0,0,0,0
2026-01-01 00:01:52,66.97,54.4,61.57,36.41,84.72,60.6,22.22,25,idle,smart_ai,0,0,0,0
2026-01-01 00:01:54,66.08,49.83,56.73,36.84,84.71,61.4,14.33,22,idle,performance,1,1,0,0
2026-01-01 00:01:56,57.49,39.64,51.44,36.49,84.7,60.9,10.93,21,idle,smart_ai,0,0,0,0
2026-01-01 00:01:58,54.32,38.93,44.81,36.73,84.7,59.7,12.76,18,browsing,smart_ai,0,0,0,0
2026-01-01 00:02:00,53.08,41.28,44.46,36.62,84.7,59.3,14.83,19,browsing,balanced,0,0,0,0
2026-01-01 00:02:02,51.79,37.94,44.2,36.7,84.69,59.6,17.13,19,browsing,balanced,0,0,0,0
2026-01-01 00:02:04,60.44,47.22,47.88,37.03,84.68,59.0,18.07,20,gaming,balanced,0,0,0,0
2026-01-01 00:02:06,50.29,44.85,44.78,36.88,84.68,59.5,17.52,17,browsing,balanced,0,0,0,0
2026-01-01 00:02:08,51.42,41.83,47.91,37.07,84.68,60.6,14.58,15,browsing,performance,0,0,0,0
2026-01-01 00:02:10,51.44,34.19,48.01,37.65,84.67,60.9,16.36,16,browsing,performance,0,0,0,0
2026-01-01 00:02:12,44.44,29.8,43.42,37.28,84.66,60.0,17.53,13,idle,balanced,0,0,0,0
2026-01-01 00:02:14,54.61,40.7,47.45,37.5,84.66,59.8,18.77,13,gaming,smart_ai,0,0,0,0
2026-01-01 00:02:16,48.8,36.35,47.85,37.73,84.66,59.8,15.96,11,idle,smart_ai,0,0,0,0
2026-01-01 00:02:18,52.03,46.54,50.93,37.65,84.65,54.4,17.38,16,heavy,smart_ai,0,0,0,0
2026-01-01 00:02:20,56.05,48.93,53.1,37.84,84.64,59.3,14.35,20,gaming,smart_ai,0,0,0,0
2026-01-01 00:02:22,53.84,44.3,50.73,38.51,84.64,59.5,9.14,20,idle,balanced,0,0,0,0
2026-01-01 00:02:24,42.15,39.01,46.27,38.74,84.64,59.5,11.67,17,idle,smart_ai,0,0,0,0
2026-01-01 00:02:26,49.9,40.99,50.18,38.49,84.63,60.0,17.63,18,gaming,smart_ai,0,0,0,0
2026-01-01 00:02:28,58.4,45.24,51.39,38.65,84.62,60.6,13.02,20,gaming,smart_ai,0,0,0,0
2026-01-01 00:02:30,57.13,44.2,54.51,39.14,84.62,60.2,10.75,19,gaming,smart_ai,0,0,0,0
2026-01-01 00:02:32,58.14,48.85,55.94,39.39,84.62,61.0,13.92,21,gaming,balanced,0,0,0,0
2026-01-01 00:02:34,50.59,55.91,52.4,39.69,84.61,61.8,12.4,18,idle,smart_ai,0,0,0,0
2026-01-01 00:02:36,53.48,55.98,50.85,40.31,84.6,59.9,15.59,21,browsing,smart_ai,0,0,0,0
2026-01-01 00:02:38,48.1,50.61,49.02,40.25,84.6,59.2,17.55,20,idle,smart_ai,0,0,0,0
2026-01-01 00:02:40,51.61,55.4,53.94,39.86,84.6,55.7,22.14,25,heavy,smart_ai,1,1,0,0
2026-01-01 00:02:42,54.24,63.1,55.51,40.02,84.59,60.3,28.85,22,gaming,balanced,0,0,0,0
2026-01-01 00:02:44,53.34,56.8,53.12,40.28,84.58,61.1,28.37,24,browsing,smart_ai,0,0,0,0
2026-01-01 00:02:46,46.58,49.29,46.9,40.92,84.58,59.8,23.52,23,idle,performance,0,0,0,0
2026-01-01 00:02:48,49.27,42.13,48.24,40.84,84.58,61.4,20.62,24,browsing,smart_ai,0,0,0,0
2026-01-01 00:02:50,47.3,34.3,44.17,40.6,84.57,61.0,13.95,23,browsing,balanced,0,0,0,0
2026-01-01 00:02:52,52.45,32.93,45.7,40.37,84.56,60.1,20.0,25,gaming,smart_ai,0,0,0,0
2026-01-01 00:02:54,54.39,35.17,45.48,40.27,84.56,59.1,20.65,25,gaming,balanced,0,0,0,0
2026-01-01 00:02:56,57.08,40.08,48.52,40.16,84.56,56.4,25.1,27,heavy,smart_ai,0,0,0,0
2026-01-01 00:02:58,57.81,40.76,50.09,40.39,84.55,60.2,21.81,24,browsing,performance,0,0,0,0
2026-01-01 00:03:00,54.92,35.4,43.61,39.78,84.54,62.0,15.88,20,idle,smart_ai,0,0,0,0
2026-01-01 00:03:02,62.84,35.76,47.88,40.39,84.54,62.0,15.91,21,gaming,balanced,0,0,0,0
2026-01-01 00:03:04,63.08,40.82,53.05,40.04,84.54,60.6,16.69,23,gaming,balanced,0,0,0,0
2026-01-01 00:03:06,70.13,43.57,54.62,40.41,84.53,61.0,10.52,25,gaming,balanced,0,0,0,0
2026-01-01 00:03:08,77.45,48.56,58.07,40.93,84.52,60.2,15.13,24,gaming,balanced,0,0,0,1
2026-01-01 00:03:10,70.87,41.63,55.71,41.57,84.52,59.1,16.96,24,browsing,smart_ai,0,0,0,0
2026-01-01 00:03:12,71.39,45.03,51.5,41.48,84.52,59.5,15.22,22,browsing,balanced,0,0,0,0
2026-01-01 00:03:14,67.32,37.87,48.36,41.29,84.51,60.5,14.99,21,browsing,smart_ai,0,0,0,0
2026-01-01 00:03:16,56.1,26.98,48.12,41.19,84.5,62.0,15.36,23,idle,performance,0,0,0,0
2026-01-01 00:03:18,53.91,24.76,43.45,40.86,84.5,61.1,14.15,23,idle,smart_ai,0,0,0,0
2026-01-01 00:03:20,51.33,23.67,39.74,41.13,84.5,59.8,12.6,22,idle,balanced,0,0,0,0
2026-01-01 00:03:22,54.65,23.35,45.61,41.47,84.49,58.2,11.33,26,gaming,balanced,0,0,0,0
2026-01-01 00:03:24,52.63,22.86,43.92,41.11,84.48,59.8,14.8,25,browsing,smart_ai,0,0,0,0
2026-01-01 00:03:26,52.43,29.5,42.17,41.18,84.48,61.0,12.04,24,browsing,smart_ai,0,0,0,0
2026-01-01 00:03:28,64.8,35.71,49.23,41.18,84.48,56.8,11.29,25,heavy,smart_ai,0,0,0,0
2026-01-01 00:03:30,51.42,28.75,44.18,41.07,84.47,58.8,9.68,24,idle,balanced,0,0,0,0
2026-01-01 00:03:32,42.83,24.9,48.64,41.11,84.46,58.2,6.28,24,browsing,balanced,0,0,0,0
2026-01-01 00:03:34,48.05,29.31,55.48,41.86,84.46,59.7,11.71,25,gaming,balanced,0,0,0,0
2026-01-01 00:03:36,47.32,23.56,54.79,41.77,84.46,60.4,10.26,23,idle,balanced,0,0,0,0
2026-01-01 00:03:38,43.59,16.48,46.37,41.6,84.45,59.1,10.66,22,idle,balanced,0,0,0,0
2026-01-01 00:03:40,42.35,22.93,45.41,41.08,84.44,59.8,14.82,17,browsing,smart_ai,0,0,0,0
2026-01-01 00:03:42,37.87,23.0,47.65,41.35,84.44,60.1,14.46,13,idle,smart_ai,0,0,0,0
2026-01-01 00:03:44,40.74,34.15,52.07,41.39,84.44,55.0,18.28,16,heavy,smart_ai,0,0,0,0
2026-01-01 00:03:46,41.66,38.61,51.53,41.18,84.43,61.2,18.74,18,gaming,smart_ai,0,0,0,0
2026-01-01 00:03:48,47.12,41.78,51.53,41.06,84.42,60.2,21.42,18,gaming,balanced,0,0,0,0
2026-01-01 00:03:50,55.4,41.43,56.78,40.75,84.42,56.0,25.72,16,heavy,performance,0,0,0,0
2026-01-01 00:03:52,61.29,49.7,60.53,40.6,84.42,60.2,27.69,19,gaming,performance,0,0,0,0
2026-01-01 00:03:54,55.98,41.74,57.18,40.94,84.41,59.8,21.49,16,idle,performance,0,0,0,0
2026-01-01 00:03:56,65.79,51.28,59.81,40.97,84.4,53.2,24.01,16,heavy,balanced,0,0,0,0
2026-01-01 00:03:58,61.81,51.33,54.88,41.13,84.4,61.0,23.32,15,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:00,63.83,57.96,56.92,41.23,84.4,61.2,25.12,14,gaming,performance,0,0,0,0
2026-01-01 00:04:02,69.53,65.06,57.16,40.7,84.39,54.0,27.04,18,heavy,performance,0,0,0,0
2026-01-01 00:04:04,60.79,60.52,48.8,40.87,84.38,59.6,31.53,14,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:06,53.86,45.05,44.13,40.4,84.38,62.0,26.04,13,idle,smart_ai,0,0,0,0
2026-01-01 00:04:08,47.86,34.97,43.37,40.58,84.38,60.9,18.78,15,idle,smart_ai,0,0,0,0
2026-01-01 00:04:10,50.01,31.79,44.66,40.66,84.37,58.4,17.66,15,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:12,54.1,41.61,44.42,40.56,84.36,59.2,16.43,14,gaming,smart_ai,0,0,0,0
2026-01-01 00:04:14,59.01,49.46,49.71,40.69,84.36,55.6,27.1,17,heavy,smart_ai,0,0,0,0
2026-01-01 00:04:16,56.49,47.1,49.56,40.91,84.36,59.2,24.25,16,idle,performance,0,0,0,0
2026-01-01 00:04:18,56.53,39.54,50.66,40.95,84.35,60.8,23.79,17,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:20,54.24,39.3,52.98,40.36,84.34,60.5,22.61,17,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:22,38.9,36.92,48.53,40.09,84.34,60.0,18.64,12,idle,smart_ai,0,0,0,0
2026-01-01 00:04:24,35.67,34.9,43.9,40.13,84.34,60.1,19.28,12,idle,balanced,1,1,0,0
2026-01-01 00:04:26,38.77,31.42,47.25,39.96,84.33,59.3,18.33,11,browsing,balanced,0,0,0,0
2026-01-01 00:04:28,40.71,41.61,45.29,39.75,84.32,53.7,22.01,10,heavy,smart_ai,0,0,0,0
2026-01-01 00:04:30,42.04,41.0,41.23,39.82,84.32,60.5,23.78,8,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:32,34.55,43.86,39.4,39.65,84.32,60.6,18.96,9,browsing,balanced,0,0,0,0
2026-01-01 00:04:34,44.18,42.09,42.24,39.34,84.31,59.2,23.42,14,gaming,smart_ai,0,0,0,0
2026-01-01 00:04:36,43.84,40.91,42.91,39.16,84.3,60.2,18.27,12,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:38,49.66,42.53,45.18,39.0,84.3,56.1,26.2,15,heavy,smart_ai,0,0,0,0
2026-01-01 00:04:40,57.29,45.9,45.52,38.82,84.3,54.7,28.69,17,heavy,smart_ai,0,0,0,0
2026-01-01 00:04:42,52.82,39.71,45.38,38.47,84.29,60.8,24.88,21,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:44,48.89,34.83,43.45,38.37,84.28,60.6,23.27,22,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:46,48.66,32.74,43.68,38.76,84.28,60.7,22.87,23,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:48,42.0,41.11,44.18,38.98,84.28,60.0,14.8,21,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:50,38.26,32.85,39.64,38.87,84.27,60.8,16.65,20,idle,smart_ai,0,0,0,0
2026-01-01 00:04:52,41.5,36.98,43.64,38.94,84.26,60.4,16.58,21,gaming,smart_ai,0,0,0,0
2026-01-01 00:04:54,42.32,32.85,39.66,38.68,84.26,61.6,11.26,23,browsing,smart_ai,0,0,0,0
2026-01-01 00:04:56,31.31,26.03,36.71,39.17,84.26,60.0,9.23,20,idle,balanced,0,0,0,0
2026-01-01 00:04:58,33.95,23.07,36.75,39.0,84.25,60.7,12.38,18,browsing,smart_ai,0,0,0,0
2026-01-01 00:05:00,39.1,28.71,42.85,39.25,84.24,55.2,9.95,21,heavy,performance,0,0,0,0
2026-01-01 00:05:02,30.09,22.74,40.57,39.15,84.24,60.9,6.93,18,idle,balanced,0,0,0,0
2026-01-01 00:05:04,26.58,24.44,39.49,39.09,84.24,61.3,9.62,18,idle,smart_ai,0,0,0,0
2026-01-01 00:05:06,23.13,26.91,39.17,38.89,84.23,59.3,9.91,17,browsing,balanced,0,0,0,0
2026-01-01 00:05:08,33.09,34.18,44.98,39.04,84.22,54.7,12.22,15,heavy,performance,0,0,0,0
2026-01-01 00:05:10,33.46,30.57,41.63,39.35,84.22,58.7,10.85,12,idle,smart_ai,0,0,0,0
2026-01-01 00:05:12,42.31,27.58,46.75,39.56,84.22,59.1,13.17,12,gaming,smart_ai,0,0,0,0
2026-01-01 00:05:14,48.93,37.22,47.47,39.19,84.21,61.1,20.77,14,gaming,balanced,0,0,0,0
2026-01-01 00:05:16,46.11,31.51,44.46,39.3,84.2,59.8,22.0,14,idle,balanced,0,0,0,0
2026-01-01 00:05:18,51.67,36.64,47.42,39.7,84.2,60.1,22.96,16,gaming,balanced,0,0,0,0
2026-01-01 00:05:20,47.71,28.51,49.45,40.01,84.2,61.2,18.55,19,browsing,smart_ai,0,0,0,0
2026-01-01 00:05:22,59.67,38.91,55.08,40.31,84.19,59.2,21.04,17,gaming,performance,0,0,0,0
2026-01-01 00:05:24,59.58,44.84,56.93,40.52,84.18,58.2,21.17,19,gaming,balanced,0,0,0,0
2026-01-01 00:05:26,58.89,44.37,54.9,40.46,84.18,60.5,19.35,21,browsing,balanced,0,0,0,0
2026-01-01 00:05:28,54.01,38.67,48.87,40.83,84.18,60.6,23.05,20,idle,performance,0,0,0,0
2026-01-01 00:05:30,59.6,37.51,51.91,40.76,84.17,60.8,24.35,22,gaming,smart_ai,0,0,0,0
2026-01-01 00:05:32,64.44,31.69,52.02,41.0,84.16,62.0,25.06,23,browsing,performance,0,0,0,0
2026-01-01 00:05:34,60.43,31.82,50.88,40.77,84.16,59.6,26.81,17,idle,performance,0,0,0,0
2026-01-01 00:05:36,53.28,28.84,46.64,41.23,84.16,60.5,21.93,15,idle,smart_ai,0,0,0,0
2026-01-01 00:05:38,57.66,39.68,49.67,41.22,84.15,59.3,23.51,17,gaming,balanced,0,0,0,0
2026-01-01 00:05:40,57.37,48.33,55.38,41.29,84.14,60.3,20.42,19,gaming,balanced,0,0,0,0
2026-01-01 00:05:42,52.87,40.98,49.34,41.86,84.14,60.4,14.9,20,idle,smart_ai,0,0,0,0
2026-01-01 00:05:44,51.11,38.07,49.89,41.06,84.14,58.2,19.05,19,browsing,smart_ai,0,0,0,0
2026-01-01 00:05:46,43.98,28.21,46.55,41.11,84.13,61.4,17.61,17,idle,smart_ai,0,0,0,0
2026-01-01 00:05:48,50.26,38.91,51.1,41.3,84.12,60.3,16.98,16,gaming,performance,0,0,0,0
2026-01-01 00:05:50,40.21,35.85,48.18,41.58,84.12,60.6,17.88,15,idle,smart_ai,0,0,0,0
2026-01-01 00:05:52,48.51,36.97,50.58,41.01,84.12,60.0,22.63,16,gaming,performance,0,0,0,0
2026-01-01 00:05:54,49.37,35.52,47.85,40.95,84.11,61.2,23.63,15,browsing,balanced,0,0,0,0
2026-01-01 00:05:56,49.16,43.02,50.76,40.91,84.1,53.5,29.21,17,heavy,performance,0,0,0,0
2026-01-01 00:05:58,44.26,34.43,46.34,40.92,84.1,59.4,24.48,19,idle,balanced,0,0,0,0
2026-01-01 00:06:00,35.87,33.01,43.82,41.27,84.1,59.8,19.92,18,browsing,balanced,0,0,0,0
2026-01-01 00:06:02,34.14,40.36,36.78,40.86,84.09,61.3,12.7,17,idle,performance,0,0,0,0
2026-01-01 00:06:04,39.83,43.74,42.17,40.75,84.08,56.1,20.78,20,heavy,balanced,1,1,0,0
2026-01-01 00:06:06,45.66,50.21,48.7,41.08,84.08,55.4,28.25,20,heavy,smart_ai,0,0,0,0
2026-01-01 00:06:08,48.62,48.5,46.18,41.18,84.08,60.3,25.83,19,browsing,balanced,0,0,0,0
2026-01-01 00:06:10,46.48,48.97,48.52,41.03,84.07,59.1,28.89,20,gaming,smart_ai,0,0,0,0
2026-01-01 00:06:12,59.43,53.01,53.08,41.05,84.06,59.3,29.1,22,gaming,smart_ai,0,0,0,0
2026-01-01 00:06:14,61.41,57.35,55.38,41.12,84.06,60.0,25.49,22,gaming,balanced,0,0,0,0
2026-01-01 00:06:16,60.06,52.93,53.44,41.41,84.06,60.2,23.96,23,browsing,performance,0,0,0,0
2026-01-01 00:06:18,53.85,45.24,50.11,41.43,84.05,59.7,21.13,22,idle,smart_ai,0,0,0,0
2026-01-01 00:06:20,43.6,40.99,50.04,41.12,84.04,59.5,26.6,18,idle,smart_ai,0,0,0,0
2026-01-01 00:06:22,54.96,45.93,53.9,41.12,84.04,55.4,23.87,20,heavy,balanced,0,0,0,0
2026-01-01 00:06:24,57.85,43.59,59.31,40.53,84.04,57.1,28.14,19,heavy,performance,0,0,0,0
2026-01-01 00:06:26,65.78,44.55,58.75,40.07,84.03,59.1,25.43,21,gaming,smart_ai,0,0,0,0
2026-01-01 00:06:28,65.83,35.9,56.48,39.59,84.02,60.3,30.35,17,browsing,balanced,0,0,0,0
2026-01-01 00:06:30,57.15,36.42,55.7,39.35,84.02,61.5,25.6,20,browsing,balanced,0,0,0,0
2026-01-01 00:06:32,61.7,46.55,57.84,39.65,84.02,60.7,28.95,21,gaming,smart_ai,0,0,0,0
2026-01-01 00:06:34,61.59,51.25,59.08,39.57,84.01,56.7,32.47,23,heavy,smart_ai,0,0,0,0
2026-01-01 00:06:36,69.4,58.03,65.2,39.1,84.0,54.0,31.5,21,heavy,smart_ai,0,0,0,0
2026-01-01 00:06:38,70.69,60.47,69.12,39.55,84.0,59.5,32.01,18,gaming,smart_ai,0,0,0,0
2026-01-01 00:06:40,71.9,62.25,66.7,39.67,84.0,59.3,28.16,20,gaming,smart_ai,0,0,0,0
2026-01-01 00:06:42,67.5,56.15,59.57,39.61,83.99,59.6,23.58,17,idle,performance,0,0,0,0
2026-01-01 00:06:44,63.84,48.12,55.91,39.3,83.98,59.3,22.92,18,idle,smart_ai,0,0,0,0
2026-01-01 00:06:46,62.21,54.12,59.43,39.21,83.98,55.4,20.74,18,heavy,balanced,0,0,0,0
2026-01-01 00:06:48,66.52,56.62,60.43,39.31,83.98,60.5,23.13,20,gaming,smart_ai,0,0,0,0
2026-01-01 00:06:50,59.3,47.77,54.0,39.09,83.97,59.6,18.14,22,idle,balanced,0,0,0,0
2026-01-01 00:06:52,48.46,45.95,49.12,39.09,83.96,60.4,11.47,19,idle,balanced,0,0,0,0
2026-01-01 00:06:54,47.48,48.04,49.68,39.55,83.96,59.4,6.36,18,gaming,smart_ai,0,0,0,0
2026-01-01 00:06:56,45.84,48.56,45.52,39.44,83.96,60.0,6.95,15,idle,balanced,0,0,0,0
2026-01-01 00:06:58,40.23,42.27,42.53,39.41,83.95,59.1,7.23,14,idle,balanced,0,0,0,0
2026-01-01 00:07:00,39.26,34.6,43.43,39.12,83.94,61.6,4.85,16,browsing,smart_ai,0,0,0,0
2026-01-01 00:07:02,36.99,30.88,45.56,38.42,83.94,60.7,7.81,20,gaming,balanced,0,0,0,0
2026-01-01 00:07:04,42.02,37.72,47.94,38.18,83.94,59.6,6.78,21,gaming,performance,0,0,0,0
2026-01-01 00:07:06,36.74,32.86,50.15,38.06,83.93,60.3,5.9,22,idle,balanced,0,0,0,0
2026-01-01 00:07:08,43.43,37.35,56.96,37.84,83.92,59.8,11.51,20,gaming,smart_ai,0,0,0,0
2026-01-01 00:07:10,42.23,31.03,54.17,38.15,83.92,59.9,7.08,18,idle,smart_ai,0,0,0,0
2026-01-01 00:07:12,41.08,32.93,52.69,38.32,83.92,60.3,10.81,18,browsing,smart_ai,0,0,0,0
2026-01-01 00:07:14,46.83,38.6,53.66,38.67,83.91,61.0,16.56,17,gaming,smart_ai,0,0,0,0
2026-01-01 00:07:16,52.46,47.68,58.36,38.31,83.9,60.0,17.26,21,gaming,smart_ai,0,0,0,0
2026-01-01 00:07:18,47.0,46.84,62.23,38.24,83.9,58.7,22.95,18,gaming,performance,0,0,0,0
2026-01-01 00:07:20,55.29,44.07,59.76,38.39,83.9,59.2,24.08,22,gaming,smart_ai,1,1,0,0
2026-01-01 00:07:22,57.63,54.47,61.19,38.81,83.89,57.6,26.12,23,gaming,smart_ai,0,0,0,0
2026-01-01 00:07:24,49.79,55.08,54.78,38.43,83.88,60.8,18.23,21,idle,smart_ai,0,0,0,0
2026-01-01 00:07:26,52.93,51.81,52.07,38.43,83.88,61.3,14.09,22,browsing,performance,0,0,0,0
2026-01-01 00:07:28,59.02,49.22,49.78,38.5,83.88,59.5,12.27,22,browsing,balanced,0,0,0,0
2026-01-01 00:07:30,55.13,49.48,42.15,37.87,83.87,61.6,10.9,20,idle,balanced,0,0,0,0
2026-01-01 00:07:32,61.62,53.31,51.03,38.17,83.86,54.6,14.19,22,heavy,smart_ai,0,0,0,0
2026-01-01 00:07:34,54.52,55.07,49.62,37.95,83.86,60.4,18.63,23,browsing,smart_ai,0,0,0,0
2026-01-01 00:07:36,56.05,54.37,56.28,37.59,83.86,55.4,20.13,27,heavy,smart_ai,0,0,0,0
2026-01-01 00:07:38,54.67,53.53,58.82,37.97,83.85,61.4,22.28,27,gaming,smart_ai,0,0,0,0
2026-01-01 00:07:40,61.92,50.52,57.99,37.72,83.84,57.3,25.21,29,gaming,smart_ai,0,0,0,0
2026-01-01 00:07:42,60.11,47.46,55.46,37.87,83.84,61.7,28.33,26,browsing,smart_ai,0,0,0,0
